ORI,PUB_AGENCY_NAME,AGENCY_TYPE_NAME,STATE_ABBR
MA011BA00,Massachusetts Bay Transportation Authority:,Other State Agency,MA
MA0120100,Abington,City,MA
MA0120200,Bridgewater,City,MA
MA0120300,Brockton,City,MA
MA0120400,Carver,City,MA
MA0120500,Duxbury,City,MA
MA0120600,East Bridgewater,City,MA
MA0120700,Halifax,City,MA
MA0120800,Hanover,City,MA
MA0120900,Hanson,City,MA
MA0121000,Hingham,City,MA
MA0121100,Hull,City,MA
MA0121200,Kingston,City,MA
MA0121300,Lakeville,City,MA
MA0121400,Marion,City,MA
MA0121500,Marshfield,City,MA
MA0121600,Mattapoisett,City,MA
MA0121700,Middleboro,City,MA
MA0121800,Norwell,City,MA
MA0121900,Pembroke,City,MA
MA0122000,Plymouth,City,MA
MA0122200,Rochester,City,MA
MA0122300,Rockland,City,MA
MA0122400,Scituate,City,MA
MA0122500,Wareham,City,MA
MA0122600,West Bridgewater,City,MA
MA0122700,Whitman,City,MA
MA0122900,Bridgewater State University,University or College,MA
MA0123200,Massasoit Community College,University or College,MA
MA012BA00,Massachusetts Bay Transportation Authority:,Other State Agency,MA
MA0130100,Boston,City,MA
MA0130300,Chelsea,City,MA
MA0130400,Revere,City,MA
MA0130500,Winthrop,City,MA
MA0130900,Bay Transportation Authority:,Other State Agency,MA
MA0131200,Massachusetts College of Art,University or College,MA
MA0132000,University of Massachusetts:,University or College,MA
MA0132500,Massachusetts Bay Transportation Authority:,Other State Agency,MA
MA013309E,Boston University,University or College,MA
MA013339E,Northeastern University,University or College,MA
MA0133600,Emerson College,University or College,MA
MA013390X,Tufts University:,University or College,MA
MA013529E,Massachusetts General Hospital,Other,MA
MA013989E,Emerson College,University or College,MA
MA013BU00,Boston University,University or College,MA
MA013NU00,Northeastern University,University or College,MA
MA0140100,Ashburnham,City,MA
MA0140200,Athol,City,MA
MA0140300,Auburn,City,MA
MA0140400,Barre,City,MA
MA0140500,Berlin,City,MA
MA0140600,Blackstone,City,MA
MA0140700,Bolton,City,MA
MA0140800,Boylston,City,MA
MA0141000,Charlton,City,MA
MA0141100,Clinton,City,MA
MA0141200,Douglas,City,MA
MA0141300,Dudley,City,MA
MA0141500,Fitchburg,City,MA
MA0141600,Gardner,City,MA
MA0141700,Grafton,City,MA
MA0141800,Hardwick,City,MA
MA0141900,Harvard,City,MA
MA0142000,Holden,City,MA
MA0142100,Hopedale,City,MA
MA0142200,Hubbardston,City,MA
MA0142300,Lancaster,City,MA
MA0142400,Leicester,City,MA
MA0142500,Leominster,City,MA
MA0142600,Lunenburg,City,MA
MA0142700,Mendon,City,MA
MA0142800,Milford,City,MA
MA0142900,Millbury,City,MA
MA0143000,Millville,City,MA
MA0143300,Northborough,City,MA
MA0143400,Northbridge,City,MA
MA0143500,Oakham,City,MA
MA0143600,Oxford,City,MA
MA0143700,Paxton,City,MA
MA0143900,Phillipston,City,MA
MA0144200,Rutland,City,MA
MA0144300,Shrewsbury,City,MA
MA0144400,Southborough,City,MA
MA0144500,Southbridge,City,MA
MA0144600,Spencer,City,MA
MA0144700,Sterling,City,MA
MA0144800,Sturbridge,City,MA
MA0144900,Sutton,City,MA
MA0145000,Templeton,City,MA
MA0145100,Upton,City,MA
MA0145200,Uxbridge,City,MA
MA0145300,Warren,City,MA
MA0145400,Webster,City,MA
MA0145500,West Boylston,City,MA
MA0145600,West Brookfield,City,MA
MA0145700,Westborough,City,MA
MA0145800,Westminster,City,MA
MA0145900,Winchendon,City,MA
MA0146000,Worcester,City,MA
MA0146100,University of Massachusetts:,University or College,MA
MA0146200,Fitchburg State University,University or College,MA
MA014649E,Worcester Polytechnic Institute,University or College,MA
MA014659E,College of the Holy Cross,University or College,MA
MA014689E,Clark University,University or College,MA
MA014709E,Assumption College,University or College,MA
MA014SC00,Fitchburg State College,University or College,MA
MA014UM00,University of Massachusetts:,University or College,MA
MA014UN00,Clark University,University or College,MA
MA302SP00,State Police:,State Police,MA
MA303SP00,State Police:,State Police,MA
MA305SP00,State Police:,State Police,MA
MA307SP00,State Police:,State Police,MA
MA309SP00,State Police:,State Police,MA
MA313SP00,State Police:,State Police,MA
MAFBIBS00,Federal Bureau of Investigation,Federal,FS
MD0010000,Allegany,County,MD
MD0010200,Cumberland,City,MD
MD0010300,Frostburg,City,MD
MD0010700,Westernport,City,MD
MD0010800,Frostburg State University,University or College,MD
MD0020100,Annapolis,City,MD
MD0020200,Anne Arundel County Police Department,County,MD
MD0020500,Natural Resources Police,Other State Agency,MD
MD0020600,Maryland Forrest Park-Wildlife,Other State Agency,MD
MD0030100,Baltimore County Police Department,County,MD
MD0030200,Sparrows Point,City,MD
MD0030400,University of Maryland:,University or College,MD
MD0030500,Towson University,University or College,MD
MD0040100,Transportation Authority,Other State Agency,MD
MD0040200,University of Maryland:,University or College,MD
MD0040300,Maryland Port Authority Baltimore City,Other State Agency,MD
MD0040400,Morgan State University,University or College,MD
MD0040700,University of Baltimore,University or College,MD
MD0040800,State Fire Marshal,Other State Agency,MD
MD0040900,General Services:,Other State Agency,MD
MD0041200,Transit Administration,Other State Agency,MD
MD0050000,Calvert,County,MD
MD0060000,Caroline,County,MD
MD0060100,Denton,City,MD
MD0070000,Carroll,County,MD
MD0070100,Hampstead,City,MD
MD0070500,Sykesville,City,MD
MD0070600,Taneytown,City,MD
MD0070800,Westminster,City,MD
MD0080000,Cecil,County,MD
MD0080400,Elkton,City,MD
MD0090000,Charles,County,MD
MD0090100,La Plata,City,MD
MD0100000,Dorchester,County,MD
MD0100100,Cambridge,City,MD
MD0100300,Hurlock,City,MD
MD0110000,Frederick,County,MD
MD0110100,Brunswick,City,MD
MD0110300,Frederick,City,MD
MD0110400,Thurmont,City,MD
MD0120000,Garrett,County,MD
MD0130000,Harford,County,MD
MD0130100,Aberdeen,City,MD
MD0130200,Bel Air,City,MD
MD0130300,Havre de Grace,City,MD
MD0140100,Howard County Police Department,County,MD
MD0150000,Kent,County,MD
MD0150200,Chestertown,City,MD
MD0160300,Maryland-National Capital Park Police:,Other,MD
MD0160400,Montgomery County Police Department,County,MD
MD0160600,Takoma Park,City,MD
MD0170100,Berwyn Heights,City,MD
MD0170200,Bladensburg,City,MD
MD0170400,Capitol Heights,City,MD
MD0170900,District Heights,City,MD
MD0171400,Greenbelt,City,MD
MD0171700,Laurel,City,MD
MD0171900,Mount Rainier,City,MD
MD0172100,Prince George's County Police Department,County,MD
MD0172200,Riverdale Park,City,MD
MD0172500,University of Maryland:,University or College,MD
MD0172700,Maryland-National Capital Park Police:,Other,MD
MD0172800,Bowie State University,University or College,MD
MD0172900,Takoma Park Prince Geo,City,MD
MD0173900,New Carrollton,City,MD
MD0174100,Bowie,City,MD
MD0180000,Queen Anne's,County,MD
MD0190000,St. Mary's,County,MD
MD0190200,St. Mary's College,University or College,MD
MD0200100,Crisfield,City,MD
MD0200200,Princess Anne,City,MD
MD0210000,Talbot,County,MD
MD0210100,Easton,City,MD
MD0220000,Washington,County,MD
MD0220100,Boonsboro,City,MD
MD0220300,Hagerstown,City,MD
MD0220400,Hancock,City,MD
MD0220500,Smithsburg,City,MD
MD0230000,Wicomico,County,MD
MD0230100,Delmar,City,MD
MD0230200,Fruitland,City,MD
MD0230300,Salisbury,City,MD
MD0230400,Salisbury University,University or College,MD
MD0240000,Worcester,County,MD
MD0240200,Ocean City,City,MD
MD0240300,Pocomoke City,City,MD
MD0240400,Snow Hill,City,MD
MD301SP00,State Police:,State Police,MD
MD302SP00,State Police:,State Police,MD
MD303SP00,State Police:,State Police,MD
MD304SP00,State Police:,State Police,MD
MD305SP00,State Police:,State Police,MD
MD306SP00,State Police:,State Police,MD
MD307SP00,State Police:,State Police,MD
MD308SP00,State Police:,State Police,MD
MD310SP00,State Police:,State Police,MD
MD312SP00,State Police:,State Police,MD
MD313SP00,State Police:,State Police,MD
MD315SP00,State Police:,State Police,MD
MD317SP00,State Police:,State Police,MD
MD318SP00,State Police:,State Police,MD
MD319SP00,State Police:,State Police,MD
MD320SP00,State Police:,State Police,MD
MD321SP00,State Police:,State Police,MD
MD322SP00,State Police:,State Police,MD
MD323SP00,State Police:,State Police,MD
MDBPD0000,Baltimore,City,MD
MDFBIBA00,Federal Bureau of Investigation,Federal,MD
ME0010000,Androscoggin,County,ME
ME0010100,Auburn,City,ME
ME0010200,Lewiston,City,ME
ME0010300,Livermore Falls,City,ME
ME0010500,Lisbon,City,ME
ME0010600,Mechanic Falls,City,ME
ME0010700,Sabattus,City,ME
ME001SP00,State Police:,State Police,ME
ME0020000,Aroostook,County,ME
ME0020100,Caribou,City,ME
ME0020200,Fort Fairfield,City,ME
ME0020300,Fort Kent,City,ME
ME0020400,Houlton,City,ME
ME0020600,Presque Isle,City,ME
ME0020700,Van Buren,City,ME
ME0021000,Limestone,City,ME
ME002SP00,State Police:,State Police,ME
ME0030000,Cumberland,County,ME
ME0030100,Brunswick,City,ME
ME0030200,Cape Elizabeth,City,ME
ME0030300,Falmouth,City,ME
ME0030400,Gorham,City,ME
ME0030500,Portland,City,ME
ME0030600,South Portland,City,ME
ME0030700,Scarborough,City,ME
ME0030800,Westbrook,City,ME
ME0030900,Bridgton,City,ME
ME0031400,Yarmouth,City,ME
ME0031500,Windham,City,ME
ME0031800,University of Southern Maine,University or College,ME
ME003SP00,State Police:,State Police,ME
ME0040000,Franklin,County,ME
ME0040100,Farmington,City,ME
ME0040200,Jay,City,ME
ME0040300,Wilton,City,ME
ME0040400,Rangeley,City,ME
ME0040600,University of Maine:,University or College,ME
ME0040700,Carrabassett Valley,City,ME
ME004SP00,State Police:,State Police,ME
ME0050000,Hancock,County,ME
ME0050100,Bar Harbor,City,ME
ME0050200,Ellsworth,City,ME
ME0050300,Bucksport,City,ME
ME0050800,Southwest Harbor,City,ME
ME0051300,Gouldsboro,City,ME
ME005SP00,State Police:,State Police,ME
ME0060000,Kennebec,County,ME
ME0060100,Augusta,City,ME
ME0060300,Hallowell,City,ME
ME0060400,Waterville,City,ME
ME0060600,Monmouth,City,ME
ME0060700,Winslow,City,ME
ME0060800,Winthrop,City,ME
ME006SP00,State Police:,State Police,ME
ME0070000,Knox,County,ME
ME0070200,Rockland,City,ME
ME0080100,Boothbay Harbor,City,ME
ME0080200,Damariscotta,City,ME
ME0080300,Waldoboro,City,ME
ME0080400,Wiscasset,City,ME
ME008SP00,State Police:,State Police,ME
ME0090000,Oxford,County,ME
ME0090100,Rumford,City,ME
ME0090200,Dixfield,City,ME
ME0090300,Mexico,City,ME
ME0090400,Norway,City,ME
ME0090500,Paris,City,ME
ME0090700,Fryeburg,City,ME
ME0091000,Oxford,City,ME
ME0100000,Penobscot,County,ME
ME0100100,Bangor,City,ME
ME0100200,Brewer,City,ME
ME0100300,Dexter,City,ME
ME0100400,Lincoln,City,ME
ME0100500,Old Town,City,ME
ME0100600,Orono,City,ME
ME0100700,Hampden,City,ME
ME0100900,Millinocket,City,ME
ME0101800,University of Maine:,University or College,ME
ME0110000,Piscataquis,County,ME
ME0110100,Dover-Foxcroft,City,ME
ME0110200,Milo,City,ME
ME0120000,Sagadahoc,County,ME
ME0120100,Bath,City,ME
ME0120200,Topsham,City,ME
ME0130000,Somerset,County,ME
ME0130100,Fairfield,City,ME
ME0130200,Skowhegan,City,ME
ME0130300,Madison,City,ME
ME0130400,Pittsfield,City,ME
ME013SP00,State Police:,State Police,ME
ME0140000,Waldo,County,ME
ME0140100,Belfast,City,ME
ME0140200,Searsport,City,ME
ME0140500,Islesboro,City,ME
ME014SP00,State Police:,State Police,ME
ME0150000,Washington,County,ME
ME0150100,Calais,City,ME
ME0150200,Eastport,City,ME
ME0150300,Machias,City,ME
ME0150900,Baileyville,City,ME
ME015SP00,State Police:,State Police,ME
ME0160000,York,County,ME
ME0160100,Biddeford,City,ME
ME0160200,Kittery,City,ME
ME0160300,Old Orchard Beach,City,ME
ME0160400,Saco,City,ME
ME0160500,Sanford,City,ME
ME0160700,Eliot,City,ME
ME0160800,Kennebunk,City,ME
ME0160900,Kennebunkport,City,ME
ME0161200,Ogunquit,City,ME
ME0161300,South Berwick,City,ME
ME0161400,Wells,City,ME
ME0161600,York,City,ME
ME0161800,Buxton,City,ME
ME016SP00,State Police:,State Police,ME
MEMSP0000,State Police,State Police,ME
MI0110100,Alcona,County,MI
MI0200200,State Police:,State Police,MI
MI0210200,Alger,County,MI
MI0300300,State Police:,State Police,MI
MI0310300,Allegan,County,MI
MI0321000,Allegan,City,MI
MI0335300,Saugatuck-Douglas,City,MI
MI0347800,Hopkins,City,MI
MI0364100,Otsego,City,MI
MI0367000,Plainwell,City,MI
MI0381100,Wayland,City,MI
MI0400400,State Police:,State Police,MI
MI0410400,Alpena,County,MI
MI0421500,Alpena,City,MI
MI0510500,Antrim,County,MI
MI0524500,Bellaire,City,MI
MI0537500,Elk Rapids,City,MI
MI0554800,Mancelona,City,MI
MI0600600,State Police:,State Police,MI
MI0610600,Arenac,County,MI
MI0710700,Baraga,County,MI
MI0800800,State Police:,State Police,MI
MI0810800,Barry,County,MI
MI0846400,Hastings,City,MI
MI0858200,Middleville,City,MI
MI0868500,Prairieville Township,City,MI
MI0883200,Woodland Township,City,MI
MI0900900,State Police:,State Police,MI
MI0910900,Bay,County,MI
MI0923900,Bay City,City,MI
MI0938300,Essexville,City,MI
MI0966800,Pinconning,City,MI
MI0988200,Delta College,University or College,MI
MI0991500,Hampton Township,City,MI
MI1011000,Benzie,County,MI
MI1040700,Frankfort,City,MI
MI1101100,State Police:,State Police,MI
MI1111100,Berrien,County,MI
MI1123300,Baroda-Lake Township,City,MI
MI1124800,Benton Harbor,City,MI
MI1124900,Benton Township,City,MI
MI1125200,Berrien Springs-Oronoko Township,City,MI
MI1126800,Bridgman,City,MI
MI1127600,Buchanan,City,MI
MI1132400,Coloma City,City,MI
MI1136800,Eau Claire,City,MI
MI1161100,New Buffalo,City,MI
MI1161900,Niles,City,MI
MI1172600,St. Joseph,City,MI
MI1176600,Lincoln Township,City,MI
MI1177900,Three Oaks,City,MI
MI1181000,Watervliet,City,MI
MI1184600,Niles Township,City,MI
MI1185300,Coloma Township,City,MI
MI1187100,Chikaming Township,City,MI
MI1187700,St. Joseph Township,City,MI
MI1201200,State Police:,State Police,MI
MI1211200,Branch,County,MI
MI1227200,Bronson,City,MI
MI1232200,Coldwater,City,MI
MI1279000,Union City,City,MI
MI1301300,State Police:,State Police,MI
MI1311300,Calhoun,County,MI
MI1320700,Albion,City,MI
MI1323700,Battle Creek,City,MI
MI1324300,Bedford Township,City,MI
MI1337900,Emmett Township,City,MI
MI1347600,Homer,City,MI
MI1356000,Marshall,City,MI
MI1365500,Pennfield Township,City,MI
MI1375700,Springfield,City,MI
MI1401400,State Police:,State Police,MI
MI1411400,Cass,County,MI
MI1429700,Cassopolis,City,MI
MI1435400,Dowagiac,City,MI
MI1437200,Ontwa Township-Edwardsburg,City,MI
MI1511500,Charlevoix,County,MI
MI1526400,Boyne City,City,MI
MI1536200,East Jordan,City,MI
MI1601600,State Police:,State Police,MI
MI1611600,Cheboygan,County,MI
MI1630900,Cheboygan,City,MI
MI1701700,State Police:,State Police,MI
MI1711700,Chippewa,County,MI
MI1750800,Kinross Township,City,MI
MI1773400,Sault Ste. Marie,City,MI
MI1801800,State Police:,State Police,MI
MI1811800,Clare,County,MI
MI1831300,Clare,City,MI
MI1901900,State Police:,State Police,MI
MI1911900,Clinton,County,MI
MI1923600,Bath Township,City,MI
MI1935000,DeWitt,City,MI
MI1937800,Elsie,City,MI
MI1964300,Ovid,City,MI
MI1972500,St. Johns,City,MI
MI1985700,DeWitt Township,City,MI
MI2002000,State Police:,State Police,MI
MI2012000,Crawford,County,MI
MI2044000,Grayling,City,MI
MI2095600,Camp Grayling,Other,MI
MI2102100,State Police:,State Police,MI
MI2112100,Delta,County,MI
MI2138200,Escanaba,City,MI
MI2142400,Gladstone,City,MI
MI2212200,Dickinson,County,MI
MI2249200,Iron Mountain,City,MI
MI2250700,Kingsford,City,MI
MI2262600,Norway,City,MI
MI2302300,State Police:,State Police,MI
MI2312300,Eaton,County,MI
MI2330700,Charlotte,City,MI
MI2336700,Eaton Rapids,City,MI
MI2343500,Grand Ledge,City,MI
MI2368100,Potterville,City,MI
MI2412400,Emmet,County,MI
MI2445700,Harbor Springs,City,MI
MI2466200,Petoskey,City,MI
MI2502500,State Police:,State Police,MI
MI2512500,Genesee,County,MI
MI2521900,Argentine Township,City,MI
MI2531400,Clayton Township,City,MI
MI2532100,Clio,City,MI
MI2534200,Davison,City,MI
MI2539300,Fenton,City,MI
MI2539800,Flint,City,MI
MI2539900,Flint Township,City,MI
MI2540000,Flushing,City,MI
MI2540100,Flushing Township,City,MI
MI2541600,Gaines,City,MI
MI2542200,Genesee Township,City,MI
MI2542600,Gaines Township,City,MI
MI2543100,Grand Blanc,City,MI
MI2559800,Mount Morris,City,MI
MI2560100,Mundy Township,City,MI
MI2565000,Metro Police Authority of Genesee County,City,MI
MI2577200,Swartz Creek,City,MI
MI2578200,Thetford Township,City,MI
MI2583900,Burton,City,MI
MI2584500,Mount Morris Township,City,MI
MI2585200,Grand Blanc Township,City,MI
MI2586000,Davison Township,City,MI
MI2586900,"Richfield Township, Genesee County",City,MI
MI2589900,Montrose Township,City,MI
MI2590400,University of Michigan:,University or College,MI
MI2595000,Mott Community College,University or College,MI
MI2602600,State Police:,State Police,MI
MI2612600,Gladwin,County,MI
MI2624200,Beaverton,City,MI
MI2702700,State Police:,State Police,MI
MI2749400,Ironwood,City,MI
MI2802800,State Police:,State Police,MI
MI2812800,Grand Traverse,County,MI
MI2878100,Traverse City,City,MI
MI2902900,State Police:,State Police,MI
MI2912900,Gratiot,County,MI
MI2921300,Alma,City,MI
MI2949600,Ithaca,City,MI
MI2972700,St. Louis,City,MI
MI3003000,State Police:,State Police,MI
MI3013000,Hillsdale,County,MI
MI3047300,Hillsdale,City,MI
MI3049800,Jonesville,City,MI
MI3053600,Litchfield,City,MI
MI3069200,Reading,City,MI
MI3074500,Somerset Township,City,MI
MI3103100,State Police:,State Police,MI
MI3113100,Houghton,County,MI
MI3128400,Calumet,City,MI
MI3145400,Hancock,City,MI
MI3148000,Houghton,City,MI
MI3151400,Lake Linden,City,MI
MI3188500,Michigan Technological University,University or College,MI
MI3203200,State Police:,State Police,MI
MI3213200,Huron,County,MI
MI3222800,Bad Axe,City,MI
MI3237600,Elkton,City,MI
MI3245600,Harbor Beach,City,MI
MI3250600,Kinde,City,MI
MI3266600,Pigeon,City,MI
MI3300100,Michigan State Police,State Police,MI
MI3303300,State Police:,State Police,MI
MI3313300,Ingham,County,MI
MI3336400,East Lansing,City,MI
MI3351900,Lansing,City,MI
MI3352800,Leslie,City,MI
MI3356300,Mason,City,MI
MI3358100,Michigan State University,University or College,MI
MI3376700,Stockbridge,City,MI
MI3382600,Williamston,City,MI
MI3384300,Lansing Township,City,MI
MI3388600,Lansing Community College,University or College,MI
MI3392600,Meridian Township,City,MI
MI3403400,State Police:,State Police,MI
MI3413400,Ionia,County,MI
MI3424400,Belding,City,MI
MI3449100,Ionia,City,MI
MI3451500,Lake Odessa,City,MI
MI3467900,Portland,City,MI
MI3503500,State Police:,State Police,MI
MI3513500,Iosco,County,MI
MI3536500,Tawas,City,MI
MI3563900,Oscoda Township,City,MI
MI3633800,Crystal Falls,City,MI
MI3649300,Iron River,City,MI
MI3703700,State Police:,State Police,MI
MI3713700,Isabella,County,MI
MI3759900,Mount Pleasant,City,MI
MI3774100,Shepherd,City,MI
MI3787000,Central Michigan University,University or College,MI
MI3803800,State Police:,State Police,MI
MI3813800,Jackson,County,MI
MI3832600,Columbia Township,City,MI
MI3849700,Jackson,City,MI
MI3852700,Leoni Township,City,MI
MI3876900,Summit Township,City,MI
MI3889000,Blackman Township,City,MI
MI3893200,Waterloo Township,City,MI
MI3903900,State Police:,State Police,MI
MI3913900,Kalamazoo,County,MI
MI3922600,Augusta,City,MI
MI3941700,Galesburg,City,MI
MI3949900,Kalamazoo,City,MI
MI3950000,Kalamazoo Township,City,MI
MI3964700,Parchment,City,MI
MI3967800,Portage,City,MI
MI3969800,Richland,City,MI
MI3973600,Schoolcraft,City,MI
MI3979900,Vicksburg,City,MI
MI3988100,Western Michigan University,University or College,MI
MI4014000,Kalkaska,County,MI
MI4050200,Kalkaska,City,MI
MI4104100,State Police:,State Police,MI
MI4114100,Kent,County,MI
MI4130000,Cedar Springs,City,MI
MI4136100,East Grand Rapids,City,MI
MI4142900,Grand Rapids Community College,University or College,MI
MI4143600,Grand Rapids,City,MI
